EOG093701S0	h2tg000083l_1	54451	67777
EOG093701S0	h2tg000001l_1	70547	83815
EOG09370HVI	h1tg000010l_1	104899	115436
EOG09370HVI	h1tg000004l_1	86104	96647
EOG09370HVI	h2tg000037l_1	3299421	3309819
EOG093701SQ	h2tg000141l_1	39052	53685
EOG093701SQ	h2tg000019l_1	2874720	2889379
EOG09370I3J	h1tg000067l_1	1182461	1192733
EOG09370I3J	h2tg000054l_1	1322869	1333141
EOG09370I7R	h2tg000040l_1	773763	785463
EOG09370I7R	h1tg000024l_1	2347909	2359609
EOG09370I7R	h2tg000023l_1	3225635	3237285
EOG09370IF5	h1tg000023l_1	3234075	3245534
EOG09370IF5	h2tg000047l_1	2263795	2275254
EOG09370IF5	h2tg000008l_1	2400369	2411833
EOG09370IH5	h1tg000023l_1	2603192	2613583
EOG09370IH5	h2tg000047l_1	1661891	1672274
EOG09370IH5	h1tg000030l_1	1404080	1414325
EOG09370IMU	h2tg000084l_1	220040	230129
EOG09370IMU	h1tg000008l_1	1070223	1080312
EOG09370IMU	h2tg000015l_1	1476011	1486097
EOG093701V7	h2tg000049l_1	283931	300303
EOG093701V7	h2tg000006l_1	274995	292116
EOG09370INZ	h1tg000007l_1	1880010	1890251
EOG09370IUA	h2tg000017l_1	2842201	2853225
EOG09370IUA	h2tg000018l_1	2126356	2137314
EOG09370IUA	h1tg000009l_1	1405144	1416102
EOG09370J9L	h2tg000023l_1	2998043	3043425
EOG09370J9L	h1tg000031l_1	1437454	1459156
EOG09370JIK	h2tg000122l_1	17387	28200
EOG09370JIK	h2tg000044l_1	1084137	1094954
EOG09370JIK	h1tg000024l_1	6030380	6041198
EOG09370JZ3	h1tg000003l_1	1169822	1181153
EOG09370JZ3	h2tg000024l_1	2559437	2570772
EOG09370JZ3	h2tg000038l_1	355060	366282
EOG09370K15	h2tg000047l_1	2419051	2429545
EOG09370K15	h1tg000023l_1	3397711	3408205
EOG09370K1R	h2tg000020l_1	1288589	1299799
EOG09370K1R	h2tg000037l_1	1187290	1198525
EOG09370K1R	h1tg000004l_1	2265943	2277318
EOG09370KD4	h2tg000010l_1	4516601	4527781
EOG09370KD4	h2tg000024l_1	3744045	3755145
EOG09370KD4	h1tg000034l_1	874934	886109
EOG09370KGV	h2tg000034l_1	1349116	1360148
EOG09370KGV	h1tg000009l_1	3360656	3371588
EOG09370KGV	h1tg000037l_1	2437711	2448737
EOG09370KJ3	h2tg000066l_1	72000	82668
EOG09370KJ3	h2tg000008l_1	6685902	6696495
EOG09370KWF	h2tg000024l_1	4888800	4899219
EOG09370KWF	h1tg000034l_1	1930639	1941057
EOG09370KYZ	h2tg000031l_1	570938	582326
EOG09370L23	h2tg000024l_1	5234971	5245655
EOG09370L23	h1tg000034l_1	2219332	2230004
EOG09370L23	h2tg000010l_1	3125351	3136029
EOG09370LFI	h1tg000034l_1	2216478	2227343
EOG09370LFI	h2tg000010l_1	3128029	3138894
EOG09370LFI	h2tg000024l_1	5232106	5242966
EOG09370LGH	h1tg000034l_1	3085278	3099586
EOG09370LGH	h2tg000010l_1	2220069	2231920
EOG09370LGH	h2tg000024l_1	6255618	6267647
EOG09370LMP	h1tg000015l_1	1083850	1095669
EOG09370LMP	h2tg000005l_1	1615377	1627198
EOG09370LMP	h1tg000049l_1	738294	750053
EOG09370LQ2	h2tg000075l_1	150813	160899
EOG09370LQ2	h1tg000008l_1	33705	43791
EOG09370LQ2	h2tg000086l_1	138502	148588
EOG09370LYY	h1tg000051l_1	76479	87330
EOG09370LYY	h2tg000012l_1	177419	188268
EOG09370LYY	h1tg000007l_1	3358901	3369776
EOG09370M9E	h1tg000009l_1	1630271	1643135
EOG09370M9E	h2tg000017l_1	3074432	3086242
EOG09370M9E	h2tg000018l_1	2358005	2369719
EOG09370MAO	h1tg000068l_1	93485	105057
EOG09370MAO	h2tg000019l_1	2183949	2195537
EOG09370MAO	h2tg000050l_1	1547763	1559256
EOG09370082	h1tg000031l_1	1845505	1869061
EOG09370082	h2tg000023l_1	3438838	3461220
EOG09370082	h1tg000024l_1	2111819	2134264
EOG09370MDU	h2tg000012l_1	2095039	2105584
EOG09370MDU	h1tg000059l_1	95561	105902
EOG09370MDU	h2tg000008l_1	10099466	10109807
EOG09370MHI	h1tg000023l_1	2008462	2019235
EOG09370MHI	h2tg000047l_1	1067536	1078312
EOG09370MHI	h2tg000008l_1	3649646	3660425
EOG09370MMK	h2tg000058l_1	801133	813906
EOG0937029K	h2tg000008l_1	4128076	4142905
EOG09370MQ0	h1tg000010l_1	3115671	3126907
EOG09370MQ0	h1tg000004l_1	3249945	3261242
EOG09370MQ0	h2tg000020l_1	316246	327542
EOG09370MZ4	h1tg000079l_1	54852	65757
EOG09370MZ4	h2tg000018l_1	54852	65757
EOG09370MZ4	h2tg000009l_1	48800	59706
EOG093702AT	h1tg000007l_1	2972519	2986338
EOG093702AT	h1tg000059l_1	1565724	1588814
EOG093702AT	h2tg000012l_1	568545	584054
EOG09370N7W	h1tg000059l_1	514226	525357
EOG09370N7W	h2tg000008l_1	9600218	9611380
EOG09370N7W	h2tg000012l_1	1657763	1668637
EOG09370NBT	h1tg000004l_1	1263363	1274422
EOG09370NBT	h2tg000020l_1	2182622	2193692
EOG09370NBT	h1tg000010l_1	1208917	1219969
EOG09370NBW	h2tg000067l_1	793214	803693
EOG09370NBW	h2tg000025l_1	78120	88599
EOG09370NHX	h2tg000012l_1	1546565	1556858
EOG09370NHX	h1tg000059l_1	618941	629234
EOG09370NIG	h1tg000059l_1	1118924	1129444
EOG09370O06	h2tg000047l_1	1890294	1901051
EOG09370O06	h2tg000008l_1	2796754	2807512
EOG09370O06	h1tg000030l_1	1148656	1159414
EOG09370O51	h2tg000013l_1	1483714	1494692
EOG09370O51	h2tg000063l_1	825551	836523
EOG09370O51	h1tg000026l_1	1261279	1272047
EOG09370OFR	h1tg000031l_1	1683886	1694032
EOG09370OFR	h2tg000023l_1	3284011	3294157
EOG09370OFR	h1tg000024l_1	2275459	2285605
EOG09370OGU	h1tg000037l_1	319796	329870
EOG09370OGU	h2tg000050l_1	1864649	1874723
EOG09370OGU	h1tg000068l_1	439704	449778
EOG09370OGW	h1tg000008l_1	114630	124797
EOG09370OHP	h1tg000024l_1	1877465	1888657
EOG09370OHP	h2tg000023l_1	3757104	3767905
EOG09370OHP	h2tg000040l_1	225730	236649
EOG09370OLY	h2tg000058l_1	1570981	1581245
EOG09370OLY	h2tg000031l_1	968274	978536
EOG09370OO3	h2tg000022l_1	1266750	1277519
EOG09370OO3	h2tg000017l_1	1418799	1429305
EOG09370OS5	h1tg000010l_1	148784	159089
EOG09370OS5	h2tg000037l_1	3256021	3266326
EOG09370OUS	h2tg000040l_1	513849	525439
EOG09370OUS	h1tg000024l_1	2106244	2117839
EOG09370OUS	h2tg000023l_1	3455285	3466796
EOG09370P2W	h2tg000010l_1	508202	518627
EOG09370P2W	h1tg000006l_1	33756	44111
EOG09370P2W	h2tg000068l_1	38559	48921
EOG09370P5Q	h2tg000008l_1	2191974	2202333
EOG09370P5Q	h1tg000023l_1	3452470	3462804
EOG09370P5Q	h1tg000030l_1	573361	583714
EOG09370P9T	h2tg000027l_1	13827	26382
EOG09370P9T	h2tg000001l_1	422513	435136
EOG09370P9T	h1tg000048l_1	1229377	1241840
EOG09370PBD	h1tg000008l_1	480212	491722
EOG09370PBD	h2tg000075l_1	593912	605423
EOG09370PBD	h2tg000015l_1	914724	926298
EOG09370PLC	h1tg000048l_1	1419963	1431455
EOG09370PLC	h2tg000001l_1	235473	246392
EOG09370PN3	h2tg000023l_1	1571495	1582062
EOG09370PN3	h1tg000024l_1	4144978	4155551
EOG09370PN3	h1tg000104l_1	246284	256878
EOG09370PYJ	h2tg000008l_1	2399111	2409720
EOG09370PYJ	h1tg000030l_1	762923	773532
EOG09370PYJ	h1tg000023l_1	3236210	3246821
EOG093702MJ	h2tg000008l_1	10189202	10199979
EOG093702MJ	h1tg000007l_1	1327898	1338680
EOG093702MJ	h2tg000012l_1	2188272	2198911
EOG09370QBK	h2tg000058l_1	839995	850105
EOG09370QBR	h1tg000024l_1	1213650	1224394
EOG09370QBR	h2tg000024l_1	1307143	1317868
EOG09370QBR	h2tg000038l_1	1761585	1772326
EOG09370QFD	h1tg000007l_1	1510493	1520807
EOG09370QFD	h2tg000008l_1	10025439	10035752
EOG09370QFD	h1tg000059l_1	139716	150028
EOG09370QI4	h2tg000075l_1	275700	285969
EOG09370QI4	h1tg000054l_1	78767	89041
EOG09370QI4	h2tg000086l_1	35865	46139
EOG09370QJ1	h2tg000024l_1	5057508	5068187
EOG09370QJ1	h1tg000034l_1	2026228	2036899
EOG09370QJ1	h2tg000010l_1	3306429	3317100
EOG09370QKS	h1tg000026l_1	1560265	1570904
EOG09370QKS	h1tg000039l_1	892565	903201
EOG09370QKS	h2tg000013l_1	1779794	1790427
EOG09370QMM	h2tg000020l_1	2258994	2270568
EOG09370QVI	h1tg000030l_1	879192	889983
EOG09370QVI	h2tg000008l_1	2521249	2532039
EOG09370QVI	h2tg000047l_1	2147523	2158051
EOG09370R3M	h1tg000010l_1	2149353	2160081
EOG09370R3M	h1tg000004l_1	2097103	2107819
EOG09370R3M	h2tg000020l_1	1440795	1451511
EOG09370R67	h1tg000006l_1	20973	31363
EOG09370R67	h2tg000010l_1	521037	562272
EOG09370R67	h2tg000068l_1	25802	36165
EOG09370RCD	h1tg000024l_1	2405123	2463662
EOG09370RCD	h2tg000040l_1	852569	910008
EOG09370RCQ	h1tg000023l_1	1000847	1013830
EOG09370RCQ	h2tg000012l_1	3339391	3349760
EOG09370RCQ	h1tg000007l_1	190383	200872
EOG09370RCS	h2tg000028l_1	313437	323987
EOG09370RCS	h1tg000015l_1	2625231	2635760
EOG09370RCS	h2tg000025l_1	1506753	1517281
EOG09370RIT	h2tg000034l_1	2898475	2909268
EOG09370RIT	h2tg000054l_1	2280834	2291628
EOG09370RIT	h2tg000048l_1	260386	271126
EOG09370RJN	h1tg000008l_1	2691240	2701928
EOG09370RJN	h2tg000022l_1	1329540	1340228
EOG09370RJN	h2tg000017l_1	1482011	1492715
EOG09370RRJ	h2tg000066l_1	158147	168823
EOG09370RRJ	h2tg000008l_1	6595985	6606661
EOG09370S0F	h2tg000006l_1	161687	177127
EOG09370S0F	h2tg000049l_1	170850	189038
EOG09370S1Z	h2tg000049l_1	623743	633988
EOG09370S1Z	h2tg000006l_1	606480	616698
EOG09370S4T	h2tg000022l_1	273179	283771
EOG09370S4T	h1tg000008l_1	3798003	3808601
EOG09370S4T	h2tg000033l_1	2903025	2913610
EOG09370SC9	h2tg000031l_1	2084838	2095247
EOG09370SON	h2tg000025l_1	1393934	1404521
EOG09370SON	h2tg000028l_1	171952	182592
EOG09370SON	h1tg000015l_1	2528980	2539591
EOG09370SPQ	h2tg000044l_1	680408	690530
EOG09370SPQ	h2tg000023l_1	272749	282871
EOG09370SPQ	h1tg000024l_1	5609374	5619493
EOG09370SV2	h1tg000019l_1	1048561	1058961
EOG09370SV2	h2tg000051l_1	53671	64071
EOG09370SYK	h2tg000017l_1	0	48584
EOG09370T6W	h1tg000024l_1	1454978	1465890
EOG09370T6W	h2tg000024l_1	1560865	1571823
EOG09370T6W	h1tg000003l_1	166174	177124
EOG09370T9R	h2tg000023l_1	3724712	3735247
EOG09370T9R	h2tg000040l_1	259934	270459
EOG09370T9R	h1tg000024l_1	1911016	1921505
EOG09370TBD	h1tg000019l_1	1088819	1099365
EOG09370TBD	h2tg000051l_1	93929	104475
EOG09370TBD	h2tg000093l_1	727451	737998
EOG09370TBG	h1tg000012l_1	1555307	1565708
EOG09370TBG	h2tg000031l_1	3226724	3236972
EOG09370TBG	h1tg000019l_1	173369	183617
EOG09370TCX	h1tg000068l_1	472776	483553
EOG09370TCX	h2tg000019l_1	2523343	2534120
EOG09370TCX	h1tg000037l_1	279922	297538
EOG09370TG2	h2tg000058l_1	1234413	1284884
EOG09370TG2	h2tg000031l_1	582996	593719
EOG09370TG6	h2tg000050l_1	997411	1007629
EOG09370TG6	h1tg000037l_1	1158851	1169069
EOG09370TG6	h2tg000019l_1	1672965	1683186
EOG09370TH4	h2tg000050l_1	2063481	2073941
EOG09370TH4	h1tg000068l_1	639647	650113
EOG09370TH4	h1tg000037l_1	106662	117120
EOG09370TP2	h2tg000006l_1	130514	141678
EOG09370TP2	h2tg000049l_1	138787	149866
EOG09370TS7	h1tg000023l_1	3050651	3060952
EOG09370TS7	h2tg000008l_1	2602210	2612511
EOG09370TS7	h1tg000030l_1	950952	961253
EOG09370TTI	h1tg000024l_1	1863064	1873360
EOG09370TTI	h2tg000040l_1	212586	222816
EOG09370TTI	h2tg000013l_1	20142	30369
EOG09370U0A	h2tg000031l_1	493631	505292
EOG09370U0A	h2tg000058l_1	940002	951580
EOG09370U71	h1tg000023l_1	3102176	3113144
EOG09370U71	h2tg000047l_1	2131472	2142440
EOG09370U71	h2tg000008l_1	2540569	2551531
EOG09370U9P	h2tg000031l_1	823379	833628
EOG09370U9P	h2tg000058l_1	1443593	1453842
EOG09370UEC	h1tg000024l_1	1598032	1608687
EOG09370UEC	h2tg000024l_1	1698874	1709264
EOG09370UEC	h1tg000003l_1	368470	378860
EOG09370UG9	h2tg000027l_1	1461756	1472239
EOG09370UG9	h1tg000005l_1	1073455	1083901
EOG09370UID	h1tg000018l_1	362662	373608
EOG09370UID	h1tg000024l_1	5688349	5699291
EOG09370UID	h2tg000044l_1	748741	759679
EOG09370UO4	h1tg000078l_1	632514	644008
EOG09370UO4	h1tg000026l_1	557420	568496
EOG09370UR1	h2tg000024l_1	503403	521030
EOG09370UR1	h1tg000024l_1	487163	497557
EOG09370UR1	h2tg000038l_1	2456784	2467168
EOG09370UR3	h1tg000019l_1	191797	203776
EOG09370UR3	h2tg000031l_1	3247672	3260698
EOG09370UR3	h1tg000012l_1	1535347	1547066
EOG09370UV4	h1tg000030l_1	2015533	2026930
EOG09370UV4	h2tg000047l_1	1226510	1237854
EOG09370UV4	h1tg000023l_1	2158525	2169869
EOG0937033T	h2tg000012l_1	3340961	3352564
EOG0937033T	h2tg000008l_1	11356311	11368012
EOG0937033T	h1tg000007l_1	98028	131772
EOG09370VLM	h1tg000015l_1	739886	750134
EOG09370VLM	h2tg000005l_1	1973813	1984097
EOG09370VLM	h1tg000049l_1	236586	246870
EOG0937036L	h2tg000054l_1	2143850	2159722
EOG0937036L	h2tg000034l_1	3008902	3024709
EOG0937036L	h2tg000048l_1	379117	395436
EOG09370VUX	h2tg000044l_1	725720	736863
EOG09370VUX	h1tg000024l_1	5664066	5675215
EOG09370VUX	h1tg000018l_1	385577	396873
EOG09370W44	h2tg000008l_1	4614222	4624731
EOG09370W44	h1tg000030l_1	3155493	3165895
EOG09370W44	h2tg000047l_1	77249	87635
EOG09370W6N	h1tg000059l_1	1259694	1269924
EOG09370W6N	h2tg000012l_1	857309	867530
EOG09370W6N	h1tg000007l_1	2781122	2791337
EOG09370W86	h1tg000059l_1	31587	42112
EOG09370W86	h1tg000007l_1	1248751	1259269
EOG09370W86	h2tg000008l_1	10260601	10271119
EOG09370WT1	h1tg000073l_1	10903	21445
EOG09370WT1	h1tg000015l_1	3024140	3034682
EOG09370WT1	h2tg000017l_1	2509007	2519549
EOG09370WWI	h2tg000009l_1	307889	317981
EOG09370WYG	h2tg000008l_1	2236331	2246774
EOG09370WYG	h2tg000047l_1	2412484	2422780
EOG09370WYG	h1tg000023l_1	3379274	3389570
EOG09370WZX	h2tg000006l_1	480518	490748
EOG09370WZX	h2tg000049l_1	497301	507507
EOG09370X1T	h2tg000038l_1	1381754	1392257
EOG09370X1T	h2tg000024l_1	1691765	1702268
EOG09370X1T	h1tg000003l_1	360458	370961
EOG093703C8	h2tg000013l_1	1327622	1340667
EOG093703C8	h2tg000063l_1	994007	1006968
EOG093703C8	h1tg000026l_1	1124749	1137732
EOG09370XFJ	h1tg000003l_1	1463014	1473794
EOG09370XFJ	h2tg000038l_1	35299	46077
EOG09370XFJ	h2tg000024l_1	2879147	2889928
EOG09370XO6	h2tg000040l_1	318646	328999
EOG09370XO6	h1tg000024l_1	1970373	1980726
EOG09370XO6	h2tg000023l_1	3666251	3676590
EOG093703DY	h2tg000017l_1	2560087	2571023
EOG09370Y63	h2tg000038l_1	32372	42900
EOG09370Y63	h1tg000003l_1	1466175	1476706
EOG09370Y63	h2tg000024l_1	2882328	2892859
EOG09370YCN	h2tg000049l_1	162610	173350
EOG09370YCN	h2tg000006l_1	151377	162133
EOG09370YSI	h2tg000031l_1	1031641	1043229
EOG09370ZI7	h2tg000008l_1	7451011	7461613
EOG09370ZI7	h2tg000078l_1	480877	492267
EOG09370ZOK	h1tg000037l_1	117666	127803
EOG09370ZOK	h1tg000068l_1	627658	637795
EOG09370ZOK	h2tg000050l_1	2060756	2070893
EOG0937106D	h2tg000012l_1	3248420	3260897
EOG0937106D	h1tg000023l_1	908338	920787
EOG0937106D	h1tg000007l_1	267843	280320
EOG0937106Y	h1tg000012l_1	1611235	1622231
